Gene,TDL,Kinase_score_percent_THCA,Cancer
MAPK13,Tchem,0,LUAD
MAPK14,Tchem,0,LUAD
MAPK15,Tchem,0,LUAD
MAPK3,Tchem,0,LUAD
MAPK4,Tbio,6.666666667,LUAD
MAPK6,Tbio,15.71428571,LUAD
MAPK7,Tchem,7.142857143,LUAD
MAPK8,Tchem,0,LUAD
MAPK9,Tchem,7.142857143,LUAD
MAPKAPK2,Tchem,7.142857143,LUAD
MAPKAPK3,Tchem,0,LUAD
MAPKAPK5,Tchem,0,LUAD
MARK1,Tchem,14.28571429,LUAD
MARK2,Tchem,14.28571429,LUAD
MARK3,Tchem,2.380952381,LUAD
MARK4,Tchem,0,LUAD
MAST1,Tchem,14.28571429,LUAD
MAST2,Tbio,14.28571429,LUAD
MAST3,Tchem,0,LUAD
MAST4,Tbio,4.761904762,LUAD
MASTL,Tbio,15.71428571,LUAD
MATK,Tbio,0,LUAD
MELK,Tchem,46.66666667,LUAD
MERTK,Tchem,1.428571429,LUAD
MET,TMOA_LUAD,15.71428571,LUAD
MINK1,Tchem,0,LUAD
MKNK1,Tchem,0,LUAD
MKNK2,Tchem,0,LUAD
MLKL,Tchem,15.71428571,LUAD
MOK,Tbio,0,LUAD
MOS,Tbio,0,LUAD
MST1R,Tchem,17.14285714,LUAD
MTOR,Tclin,0,LUAD
MUSK,Tchem,0,LUAD
MVK,Tchem,0,LUAD
MYLK,Tchem,0,LUAD
MYLK2,Tchem,0,LUAD
MYLK3,Tchem,0,LUAD
MYLK4,Tchem,0,LUAD
MYO3A,Tbio,14.28571429,LUAD
MYO3B,Tbio,14.28571429,LUAD
NADK,Tbio,0,LUAD
NADK2,Tbio,0,LUAD
NAGK,Tbio,7.142857143,LUAD
NEK1,Tchem,14.28571429,LUAD
NEK10,Tdark,0,LUAD
NEK11,Tchem,0,LUAD
NEK2,Tchem,44.28571429,LUAD
NEK3,Tchem,0,LUAD
NEK4,Tbio,0,LUAD
NEK5,Tchem,0,LUAD
NEK6,Tchem,7.142857143,LUAD
NEK7,Tchem,0,LUAD
NEK8,Tbio,0,LUAD
NEK9,Tchem,3.80952381,LUAD
NIM1K,Tchem,0,LUAD
NLK,Tchem,0,LUAD
NME1,Tbio,15.71428571,LUAD
NME1-NME2,Tbio,14.28571429,LUAD
NME2P1,Tdark,0,LUAD
NME3,Tbio,0,LUAD
NME4,Tbio,14.28571429,LUAD
NME5,Tbio,0,LUAD
NME6,Tbio,0,LUAD
NMRK1,Tbio,0,LUAD
NMRK2,Tbio,0,LUAD
NPR1,Tclin,0,LUAD
NPR2,Tbio,0,LUAD
NRBP1,Tbio,14.28571429,LUAD
NRBP2,Tdark,0,LUAD
NRK,Tdark,14.28571429,LUAD
NTRK1,TMOA_LUAD,0,LUAD
NTRK2,Tchem,0,LUAD
NTRK3,Tchem,0,LUAD
NUAK1,Tchem,0,LUAD
NUAK2,Tchem,0,LUAD
OBSCN,Tbio,0,LUAD
OXSR1,Tbio,1.428571429,LUAD
PAK1,Tchem,28.57142857,LUAD
PAK2,Tchem,14.28571429,LUAD
PAK3,Tchem,14.28571429,LUAD
PAK4,Tchem,14.28571429,LUAD
PAK5,Tchem,0,LUAD
PAK6,Tchem,14.28571429,LUAD
PAN3,Tdark,2.380952381,LUAD
PANK1,Tbio,0,LUAD
PANK2,Tbio,0,LUAD
PANK3,Tchem,0,LUAD
PANK4,Tdark,0,LUAD
PASK,Tbio,0,LUAD
PBK,Tchem,30,LUAD
PCK1,Tbio,14.28571429,LUAD
PCK2,Tbio,0,LUAD
PDGFRA,TMOA_LUAD,0,LUAD
PDGFRB,TMOA_LUAD,0,LUAD
PDIK1L,Tdark,0,LUAD
PDK1,Tchem,16.66666667,LUAD
PDK2,Tchem,0,LUAD
PDK3,Tchem,0,LUAD
PDK4,Tchem,0,LUAD
PDPK1,Tchem,0,LUAD
PDPK2P,Tdark,0,LUAD
PDXK,Tbio,14.28571429,LUAD
PEAK1,Tbio,0,LUAD
PFKFB1,Tbio,0,LUAD
PFKFB2,Tchem,16.66666667,LUAD
PFKFB3,Tchem,0,LUAD
PFKL,Tbio,7.142857143,LUAD
PFKM,Tbio,2.380952381,LUAD
PFKP,Tbio,32.85714286,LUAD
PGK1,Tchem,23.80952381,LUAD
PGK2,Tbio,0,LUAD
PHKA1,Tbio,28.57142857,LUAD
PHKA2,Tbio,0,LUAD
PHKG1,Tchem,0,LUAD
PHKG2,Tchem,7.142857143,LUAD
PI4K2A,Tbio,0,LUAD
PI4KA,Tchem,0,LUAD
PI4KB,Tchem,0,LUAD
PIK3C2A,Tchem,0,LUAD
PIK3C2B,Tchem,21.42857143,LUAD
PIK3C2G,Tchem,14.28571429,LUAD
PIK3C3,Tchem,0,LUAD
PIK3CA,Tclin,14.28571429,LUAD
PIK3CB,Tchem,0,LUAD
PIK3CD,Tclin,0,LUAD
PIK3CG,Tchem,0,LUAD
PIK3R1,Tchem,0,LUAD
PIK3R4,Tbio,0,LUAD
PIKFYVE,Tchem,0,LUAD
PIM1,Tchem,7.142857143,LUAD
PIM2,Tchem,19.04761905,LUAD
PIM3,Tchem,0,LUAD
PINK1,Tbio,0,LUAD
PIP4K2A,Tbio,0,LUAD
PIP4K2B,Tchem,0,LUAD
PIP4K2C,Tchem,0,LUAD
PIP5K1A,Tbio,0,LUAD
PIP5K1B,Tbio,0,LUAD
PIP5K1C,Tchem,0,LUAD
PKDCC,Tbio,0,LUAD
PKLR,Tbio,0,LUAD
PKM,Tchem,46.66666667,LUAD
PKMYT1,Tchem,35.71428571,LUAD
PKN1,Tchem,0,LUAD
PKN2,Tchem,0,LUAD
PKN3,Tbio,0,LUAD
PLK1,Tchem,45.23809524,LUAD
PLK2,Tchem,14.28571429,LUAD
PLK3,Tchem,0,LUAD
PLK4,Tchem,30,LUAD
PLK5,Tbio,0,LUAD
PNCK,Tbio,14.28571429,LUAD
POMK,Tdark,14.28571429,LUAD
PRAG1,Tbio,0,LUAD
PRKAA1,Tchem,0,LUAD
PRKAA2,Tchem,14.28571429,LUAD
PRKAB1,Tchem,0,LUAD
PRKACA,Tchem,0,LUAD
PRKACB,Tchem,14.28571429,LUAD
PRKACG,Tbio,7.142857143,LUAD
PRKAG1,Tbio,0,LUAD
PRKCA,Tchem,0,LUAD
PRKCB,Tchem,0,LUAD
PRKCD,Tclin,0,LUAD
PRKCE,Tchem,0,LUAD
PRKCG,Tchem,28.57142857,LUAD
PRKCH,Tchem,0,LUAD
PRKCI,Tchem,0,LUAD
PRKCQ,Tchem,1.428571429,LUAD
PRKCZ,Tchem,0,LUAD
PRKD1,Tchem,0,LUAD
PRKD2,Tchem,0,LUAD
PRKD3,Tchem,0,LUAD
PRKDC,Tchem,28.57142857,LUAD
PRKG1,Tchem,0,LUAD
PRKG2,Tchem,0,LUAD
PRKRA,Tbio,0,LUAD
PRKX,Tchem,0,LUAD
PRKY,Tdark,16.66666667,LUAD
PRPF4B,Tchem,2.380952381,LUAD
PRPS1,Tbio,0,LUAD
PRPS1L1,Tdark,0,LUAD
PRPS2,Tbio,0,LUAD
PSKH1,Tdark,0,LUAD
PSKH2,Tdark,0,LUAD
PSTK,Tdark,0,LUAD
PTK2,Tchem,0,LUAD
PTK2B,Tchem,0,LUAD
PTK6,Tchem,15.71428571,LUAD
PTK7,Tbio,0,LUAD
PXK,Tbio,7.142857143,LUAD
RAF1,TMOA_LUAD,14.28571429,LUAD
RBKS,Tbio,26.19047619,LUAD
RET,TMOA_LUAD,14.28571429,LUAD
RIOK1,Tchem,14.28571429,LUAD
RIOK2,Tbio,0,LUAD
RIOK3,Tchem,0,LUAD
RIPK1,Tchem,0,LUAD
RIPK2,Tchem,15.71428571,LUAD
RIPK3,Tchem,0,LUAD
RIPK4,Tchem,0,LUAD
RNASEL,Tchem,0,LUAD
ROCK1,TMOA_LUAD,0,LUAD
ROCK2,TMOA_LUAD,0,LUAD
ROR1,Tbio,0,LUAD
ROR2,Tbio,7.142857143,LUAD
ROS1,Tchem,0,LUAD
RPS6KA1,Tchem,0,LUAD
RPS6KA2,Tchem,7.142857143,LUAD
RPS6KA3,Tchem,0,LUAD
RPS6KA4,Tchem,7.142857143,LUAD
RPS6KA5,Tchem,0,LUAD
RPS6KA6,Tchem,35.71428571,LUAD
RPS6KB1,Tchem,0,LUAD
RPS6KB2,Tbio,0,LUAD
RPS6KC1,Tdark,0,LUAD
RPS6KL1,Tdark,14.28571429,LUAD
RYK,Tbio,0,LUAD
SBK1,Tchem,14.28571429,LUAD
SBK2,Tdark,0,LUAD
SBK3,Tchem,15.71428571,LUAD
SCYL1,Tbio,2.380952381,LUAD
SCYL2,Tbio,0,LUAD
SCYL3,Tdark,2.380952381,LUAD
SGK1,Tchem,0,LUAD
SGK2,Tchem,14.28571429,LUAD
SGK3,Tchem,0,LUAD
SGK494,Tdark,19.04761905,LUAD
SHPK,Tbio,0,LUAD
SIK1,Tchem,0,LUAD
SIK2,Tchem,0,LUAD
SIK3,Tchem,0,LUAD
SLK,Tchem,14.28571429,LUAD
SMG1,Tchem,14.28571429,LUAD
SNRK,Tbio,0,LUAD
SPEG,Tbio,0,LUAD
SPHK1,Tchem,0,LUAD
SPHK2,Tchem,0,LUAD
SRC,TMOA_LUAD,4.761904762,LUAD
SRMS,Tchem,14.28571429,LUAD
SRPK1,Tchem,30,LUAD
SRPK2,Tchem,0,LUAD
SRPK3,Tchem,19.04761905,LUAD
STK10,Tchem,0,LUAD
STK11,Tchem,2.380952381,LUAD
STK16,Tchem,0,LUAD
STK17A,Tchem,7.142857143,LUAD
STK17B,Tchem,0,LUAD
STK24,Tchem,21.42857143,LUAD
STK25,Tchem,7.142857143,LUAD
STK26,Tchem,14.28571429,LUAD
STK3,Tchem,1.428571429,LUAD
STK31,Tchem,35.71428571,LUAD
STK32A,Tchem,14.28571429,LUAD
STK32B,Tchem,14.28571429,LUAD
STK32C,Tbio,0,LUAD
STK33,Tchem,0,LUAD
STK35,Tchem,0,LUAD
STK36,Tbio,0,LUAD
STK38,Tbio,0,LUAD
STK38L,Tchem,14.28571429,LUAD
STK39,Tbio,14.28571429,LUAD
STK4,Tchem,0,LUAD
STK40,Tbio,2.380952381,LUAD
STKLD1,Tdark,0,LUAD
STRADA,Tbio,7.142857143,LUAD
STRADB,Tbio,7.142857143,LUAD
STYK1,Tbio,31.42857143,LUAD
SYK,Tchem,7.142857143,LUAD
TAB1,Tbio,0,LUAD
TAF1,Tchem,0,LUAD
TAOK1,Tchem,0,LUAD
TAOK2,Tchem,4.761904762,LUAD
TAOK3,Tchem,0,LUAD
TBCK,Tbio,0,LUAD
TBK1,Tchem,0,LUAD
TEC,Tchem,0,LUAD
TEK,TMOA_LUAD,0,LUAD
TESK1,Tchem,2.380952381,LUAD
TESK2,Tchem,0,LUAD
TEX14,Tbio,0,LUAD
TGFBR1,Tchem,14.28571429,LUAD
TGFBR2,Tchem,0,LUAD
TIE1,Tchem,0,LUAD
TK1,Tchem,48.0952381,LUAD
TK2,Tchem,0,LUAD
TLK1,Tchem,33.33333333,LUAD
TLK2,Tchem,0,LUAD
TNIK,Tchem,0,LUAD
TNK1,Tchem,0,LUAD
TNK2,Tchem,0,LUAD
TNNI3K,Tchem,1.428571429,LUAD
TP53RK,Tbio,0,LUAD
TPK1,Tbio,0,LUAD
TRIB1,Tbio,7.142857143,LUAD
TRIB2,Tbio,14.28571429,LUAD
TRIB3,Tbio,15.71428571,LUAD
TRIO,Tbio,0,LUAD
TRPM6,Tchem,0,LUAD
TSSK1B,Tchem,0,LUAD
TSSK2,Tchem,0,LUAD
TSSK3,Tbio,0,LUAD
TSSK4,Tbio,0,LUAD
TSSK6,Tbio,4.761904762,LUAD
TTBK1,Tbio,14.28571429,LUAD
TTBK2,Tbio,0,LUAD
TTK,Tchem,15.71428571,LUAD
TTN,Tbio,0,LUAD
TXK,Tchem,16.66666667,LUAD
TYK2,TMOA_LUAD,0,LUAD
TYRO3,Tchem,14.28571429,LUAD
UCK1,Tbio,4.761904762,LUAD
UCK2,Tbio,45.23809524,LUAD
UCKL1,Tdark,0,LUAD
UHMK1,Tbio,18.57142857,LUAD
ULK1,Tchem,0,LUAD
ULK2,Tchem,0,LUAD
ULK3,Tchem,0,LUAD
ULK4,Tbio,0,LUAD
VRK1,Tbio,0,LUAD
VRK2,Tbio,14.28571429,LUAD
VRK3,Tbio,2.380952381,LUAD
WEE1,Tchem,0,LUAD
WEE2,Tbio,0,LUAD
WNK1,Tchem,0,LUAD
WNK2,Tchem,14.28571429,LUAD
WNK3,Tchem,14.28571429,LUAD
WNK4,Tbio,16.66666667,LUAD
XYLB,Tbio,22.85714286,LUAD
YES1,TMOA_LUAD,14.28571429,LUAD
ZAP70,Tchem,0,LUAD
AAK1,Tchem,0,LUSC
AATK,Tbio,0,LUSC
ABL1,TMOA_LUSC,14.28571429,LUSC
ABL2,Tchem,0,LUSC
ACVR1,Tchem,0,LUSC
ACVR1B,Tchem,0,LUSC
ACVR1C,Tbio,14.28571429,LUSC
ACVR2A,Tchem,0,LUSC
ACVR2B,Tchem,0,LUSC
ACVRL1,Tchem,14.28571429,LUSC
ADCK1,Tdark,0,LUSC
ADCK2,Tbio,0,LUSC
ADCK5,Tdark,14.28571429,LUSC
ADK,Tchem,2.857142857,LUSC
ADPGK,Tbio,0,LUSC
AK1,Tbio,0,LUSC
AK2,Tbio,0,LUSC
AK3,Tbio,0,LUSC
AK4,Tbio,14.28571429,LUSC
AK5,Tbio,0,LUSC
AK6,Tbio,0,LUSC
AK8,Tbio,1.428571429,LUSC
AK9,Tbio,0,LUSC
AKT1,Tchem,0,LUSC
AKT2,Tchem,16.66666667,LUSC
AKT3,Tchem,0,LUSC
ALK,Tclin,0,LUSC
ALPK1,Tbio,0,LUSC
ALPK2,Tbio,14.28571429,LUSC
ALPK3,Tdark,14.28571429,LUSC
AMHR2,Tbio,0,LUSC
ANKK1,Tbio,14.28571429,LUSC
ARAF,Tchem,0,LUSC
ATM,Tchem,0,LUSC
ATR,Tchem,14.28571429,LUSC
AURKA,Tchem,19.04761905,LUSC
AURKB,Tchem,16.66666667,LUSC
AURKC,Tchem,0,LUSC
AXL,Tchem,0,LUSC
BCKDK,Tbio,0,LUSC
BLK,Tchem,0,LUSC
BMP2K,Tchem,0,LUSC
BMPR1A,Tchem,0,LUSC
BMPR1B,Tchem,2.380952381,LUSC
BMPR2,Tchem,14.28571429,LUSC
BMX,Tchem,0,LUSC
BRAF,Tclin,0,LUSC
BRSK1,Tchem,14.28571429,LUSC
BRSK2,Tchem,0,LUSC
BTK,Tclin,0,LUSC
BUB1,Tchem,19.04761905,LUSC
BUB1B,Tbio,14.28571429,LUSC
CAMK1,Tchem,0,LUSC
CAMK1D,Tchem,0,LUSC
CAMK1G,Tchem,0,LUSC
CAMK2A,Tchem,14.28571429,LUSC
CAMK2B,Tchem,14.28571429,LUSC
CAMK2D,Tchem,0,LUSC
CAMK2G,Tchem,0,LUSC
CAMK4,Tbio,0,LUSC
CAMKK1,Tchem,0,LUSC
CAMKK2,Tchem,0,LUSC
CAMKV,Tbio,14.28571429,LUSC
CASK,Tchem,14.28571429,LUSC
CDC42BPA,Tchem,0,LUSC
CDC42BPB,Tbio,14.28571429,LUSC
CDC42BPG,Tbio,0,LUSC
CDC7,Tchem,14.28571429,LUSC
CDK1,Tchem,16.66666667,LUSC
CDK10,Tbio,0,LUSC
CDK11A,Tchem,14.28571429,LUSC
CDK11B,Tchem,0,LUSC
CDK12,Tchem,0,LUSC
CDK13,Tchem,0,LUSC
CDK14,Tchem,0,LUSC
CDK15,Tchem,0,LUSC
CDK16,Tchem,14.28571429,LUSC
CDK17,Tchem,0,LUSC
CDK18,Tchem,0,LUSC
CDK19,Tchem,0,LUSC
CDK2,Tchem,14.28571429,LUSC
CDK20,Tbio,14.28571429,LUSC
CDK3,Tchem,0,LUSC
CDK4,Tclin,14.28571429,LUSC
CDK5,Tchem,14.28571429,LUSC
CDK6,Tclin,14.28571429,LUSC
CDK7,Tchem,0,LUSC
CDK8,Tchem,14.28571429,LUSC
CDK9,Tchem,0,LUSC
CDKL1,Tchem,0,LUSC
CDKL2,Tchem,0,LUSC
CDKL3,Tchem,0,LUSC
CDKL4,Tdark,0,LUSC
CDKL5,Tchem,0,LUSC
CERK,Tchem,0,LUSC
CHEK1,Tchem,14.28571429,LUSC
CHEK2,Tchem,14.28571429,LUSC
CHKA,Tchem,0,LUSC
CHKB,Tbio,2.380952381,LUSC
CHUK,Tchem,0,LUSC
CIT,Tchem,4.761904762,LUSC
CKB,Tbio,0,LUSC
CKM,Tbio,14.28571429,LUSC
CKMT1A,Tbio,14.28571429,LUSC
CKMT2,Tbio,14.28571429,LUSC
CLK1,Tchem,0,LUSC
CLK2,Tchem,14.28571429,LUSC
CLK3,Tchem,14.28571429,LUSC
CLK4,Tchem,0,LUSC
CMPK1,Tbio,0,LUSC
CMPK2,Tbio,0,LUSC
COQ8A,Tbio,0,LUSC
COQ8B,Tchem,7.142857143,LUSC
CSF1R,Tclin,0,LUSC
CSK,Tchem,0,LUSC
CSNK1A1,Tchem,0,LUSC
CSNK1A1L,Tdark,1.428571429,LUSC
CSNK1D,Tchem,0,LUSC
CSNK1E,Tchem,0,LUSC
CSNK1G1,Tchem,0,LUSC
CSNK1G2,Tchem,0,LUSC
CSNK1G3,Tbio,0,LUSC
CSNK2A1,Tchem,14.28571429,LUSC
CSNK2A2,Tchem,0,LUSC
CSNK2A3,Tdark,14.28571429,LUSC
CSNK2B,Tbio,0,LUSC
DAPK1,Tchem,0,LUSC
DAPK2,Tchem,0,LUSC
DAPK3,Tchem,0,LUSC
DCK,Tchem,7.142857143,LUSC
DCLK1,Tchem,0,LUSC
DCLK2,Tchem,14.28571429,LUSC
DCLK3,Tchem,1.428571429,LUSC
DDR1,Tchem,14.28571429,LUSC
DDR2,Tchem,0,LUSC
DGKA,Tbio,14.28571429,LUSC
DGKH,Tbio,0,LUSC
DGKQ,Tbio,0,LUSC
DGUOK,Tbio,14.28571429,LUSC
DMPK,Tchem,0,LUSC
DSTYK,Tchem,0,LUSC
DTYMK,Tbio,21.42857143,LUSC
DYRK1A,Tchem,0,LUSC
DYRK1B,Tchem,0,LUSC
DYRK2,Tchem,0,LUSC
DYRK3,Tchem,0,LUSC
DYRK4,Tchem,0,LUSC
EEF2K,Tchem,0,LUSC
EFNA1,Tbio,0,LUSC
EGFR,TMOA_LUSC,14.28571429,LUSC
EIF2AK1,Tchem,0,LUSC
EIF2AK2,Tchem,0,LUSC
EIF2AK3,Tchem,0,LUSC
EIF2AK4,Tchem,0,LUSC
EPHA1,Tchem,0,LUSC
EPHA10,Tbio,0,LUSC
EPHA2,Tclin,0,LUSC
EPHA3,Tchem,0,LUSC
EPHA4,Tchem,14.28571429,LUSC
EPHA5,Tchem,14.28571429,LUSC
EPHA6,Tchem,14.28571429,LUSC
EPHA7,Tchem,16.66666667,LUSC
EPHA8,Tchem,14.28571429,LUSC
EPHB1,Tchem,14.28571429,LUSC
EPHB2,Tchem,14.28571429,LUSC
EPHB3,Tchem,14.28571429,LUSC
EPHB4,Tchem,0,LUSC
EPHB6,Tchem,0,LUSC
ERBB2,TMOA_LUSC,0,LUSC
ERBB3,Tchem,0,LUSC
ERBB4,TMOA_LUSC,0,LUSC
ERN1,Tchem,14.28571429,LUSC
ERN2,Tbio,0,LUSC
ETNK1,Tbio,2.857142857,LUSC
ETNK2,Tdark,14.28571429,LUSC
FASTK,Tbio,14.28571429,LUSC
FER,Tchem,0,LUSC
FES,Tchem,14.28571429,LUSC
FGFR1,Tclin,0,LUSC
FGFR2,Tclin,0,LUSC
FGFR3,Tclin,32.85714286,LUSC
FGFR4,Tclin,0,LUSC
FGGY,Tbio,0,LUSC
FGR,Tchem,0,LUSC
FLT1,Tclin,15.71428571,LUSC
FLT3,TMOA_LUSC,0,LUSC
FLT4,Tclin,14.28571429,LUSC
FN3K,Tbio,0,LUSC
FN3KRP,Tbio,0,LUSC
FRK,Tchem,0,LUSC
FUK,Tbio,0,LUSC
FYN,Tclin,0,LUSC
GAK,Tchem,0,LUSC
GALK1,Tbio,7.142857143,LUSC
GALK2,Tbio,0,LUSC
GCK,Tchem,14.28571429,LUSC
GK,Tbio,0,LUSC
GK2,Tdark,0,LUSC
GK3P,Tdark,0,LUSC
GK5,Tbio,0,LUSC
GLYCTK,Tbio,0,LUSC
GRK1,Tchem,0,LUSC
GRK2,Tchem,14.28571429,LUSC
GRK3,Tchem,0,LUSC
GRK4,Tchem,0,LUSC
GRK5,Tchem,0,LUSC
GRK6,Tchem,0,LUSC
GRK7,Tchem,14.28571429,LUSC
GSK3A,Tclin,0,LUSC
GSK3B,Tclin,0,LUSC
GUCY2C,Tclin,19.04761905,LUSC
GUCY2D,Tbio,0,LUSC
GUCY2F,Tbio,0,LUSC
GUK1,Tbio,0,LUSC
HASPIN,Tchem,2.380952381,LUSC
HCK,TMOA_LUSC,0,LUSC
HIPK1,Tchem,0,LUSC
HIPK2,Tchem,14.28571429,LUSC
HIPK3,Tchem,0,LUSC
HIPK4,Tchem,19.04761905,LUSC
HK1,Tchem,0,LUSC
HK2,Tchem,14.28571429,LUSC
HK3,Tbio,0,LUSC
HKDC1,Tbio,14.28571429,LUSC
HUNK,Tchem,0,LUSC
ICK,Tchem,14.28571429,LUSC
IDNK,Tbio,0,LUSC
IGF1R,Tclin,14.28571429,LUSC
IKBKB,Tchem,0,LUSC
IKBKE,Tchem,14.28571429,LUSC
IKBKG,Tbio,0,LUSC
ILK,Tchem,0,LUSC
INSR,Tclin,0,LUSC
INSRR,Tchem,0,LUSC
IP6K1,Tbio,0,LUSC
IP6K2,Tbio,0,LUSC
IP6K3,Tbio,0,LUSC
IPMK,Tbio,0,LUSC
IRAK1,Tchem,14.28571429,LUSC
IRAK2,Tbio,0,LUSC
IRAK3,Tchem,0,LUSC
IRAK4,Tchem,0,LUSC
ITK,Tclin,0,LUSC
ITPK1,Tbio,0,LUSC
ITPKA,Tchem,14.28571429,LUSC
ITPKB,Tchem,0,LUSC
ITPKC,Tchem,7.142857143,LUSC
JAK1,Tclin,0,LUSC
JAK2,Tclin,0,LUSC
JAK3,Tclin,0,LUSC
KALRN,Tbio,0,LUSC
KDR,Tclin,0,LUSC
KHK,Tchem,0,LUSC
KIT,Tclin,0,LUSC
KSR1,Tbio,0,LUSC
KSR2,Tbio,14.28571429,LUSC
LATS1,Tbio,0,LUSC
LATS2,Tchem,0,LUSC
LCK,TMOA_LUSC,0,LUSC
LIMK1,Tchem,14.28571429,LUSC
LIMK2,Tchem,0,LUSC
LMTK2,Tbio,0,LUSC
LMTK3,Tbio,0,LUSC
LRRK1,Tbio,0,LUSC
LRRK2,Tchem,0,LUSC
LTK,Tchem,0,LUSC
LYN,Tclin,0,LUSC
MAK,Tchem,0,LUSC
MAP2K1,Tclin,0,LUSC
MAP2K2,Tclin,0,LUSC
MAP2K3,Tchem,14.28571429,LUSC
MAP2K4,Tchem,0,LUSC
MAP2K5,Tchem,0,LUSC
MAP2K6,Tchem,14.28571429,LUSC
MAP2K7,Tchem,0,LUSC
MAP3K1,Tchem,0,LUSC
MAP3K10,Tchem,14.28571429,LUSC
MAP3K11,Tchem,0,LUSC
MAP3K12,Tchem,0,LUSC
MAP3K13,Tchem,14.28571429,LUSC
MAP3K14,Tchem,0,LUSC
MAP3K15,Tchem,0,LUSC
MAP3K19,Tchem,0,LUSC
MAP3K2,Tchem,0,LUSC
MAP3K20,Tchem,0,LUSC
MAP3K21,Tdark,0,LUSC
MAP3K3,Tchem,0,LUSC
MAP3K4,Tbio,0,LUSC
MAP3K5,Tchem,0,LUSC
MAP3K6,Tchem,0,LUSC
MAP3K7,Tchem,0,LUSC
MAP3K8,Tchem,0,LUSC
MAP3K9,Tchem,0,LUSC
MAP4K1,Tchem,0,LUSC
MAP4K2,Tchem,14.28571429,LUSC
MAP4K3,Tchem,0,LUSC
MAP4K4,Tchem,0,LUSC
MAP4K5,Tchem,0,LUSC
MAPK1,Tchem,0,LUSC
MAPK10,Tchem,0,LUSC
MAPK11,Tchem,0,LUSC
MAPK12,Tchem,14.28571429,LUSC
MAPK13,Tchem,0,LUSC
MAPK14,Tchem,0,LUSC
MAPK15,Tchem,0,LUSC
MAPK3,Tchem,0,LUSC
MAPK4,Tbio,2.380952381,LUSC
MAPK6,Tbio,14.28571429,LUSC
MAPK7,Tchem,14.28571429,LUSC
MAPK8,Tchem,0,LUSC
MAPK9,Tchem,0,LUSC
MAPKAPK2,Tchem,0,LUSC
MAPKAPK3,Tchem,0,LUSC
MAPKAPK5,Tchem,0,LUSC
MARK1,Tchem,14.28571429,LUSC
MARK2,Tchem,0,LUSC
MARK3,Tchem,0,LUSC
MARK4,Tchem,0,LUSC
MAST1,Tchem,14.28571429,LUSC
MAST2,Tbio,0,LUSC
MAST3,Tchem,0,LUSC
MAST4,Tbio,0,LUSC
MASTL,Tbio,14.28571429,LUSC
MATK,Tbio,0,LUSC
MELK,Tchem,21.42857143,LUSC
MERTK,Tchem,0,LUSC
MET,TMOA_LUSC,0,LUSC
MINK1,Tchem,14.28571429,LUSC
MKNK1,Tchem,0,LUSC
MKNK2,Tchem,0,LUSC
MLKL,Tchem,0,LUSC
MOK,Tbio,0,LUSC
MOS,Tbio,0,LUSC
MST1R,Tchem,1.428571429,LUSC
MTOR,Tclin,0,LUSC
MUSK,Tchem,0,LUSC
MVK,Tchem,4.761904762,LUSC
MYLK,Tchem,0,LUSC
MYLK2,Tchem,14.28571429,LUSC
MYLK3,Tchem,0,LUSC
MYLK4,Tchem,0,LUSC
MYO3A,Tbio,14.28571429,LUSC
MYO3B,Tbio,21.42857143,LUSC
NADK,Tbio,0,LUSC
NADK2,Tbio,14.28571429,LUSC
NAGK,Tbio,0,LUSC
NEK1,Tchem,0,LUSC
NEK10,Tdark,0,LUSC
NEK11,Tchem,14.28571429,LUSC
NEK2,Tchem,14.28571429,LUSC
NEK3,Tchem,0,LUSC
NEK4,Tbio,0,LUSC
NEK5,Tchem,0,LUSC
NEK6,Tchem,14.28571429,LUSC
NEK7,Tchem,0,LUSC
NEK8,Tbio,0,LUSC
NEK9,Tchem,0,LUSC
NIM1K,Tchem,0,LUSC
NLK,Tchem,0,LUSC
NME1,Tbio,14.28571429,LUSC
NME1-NME2,Tbio,14.28571429,LUSC
NME2P1,Tdark,0,LUSC
NME3,Tbio,0,LUSC
NME4,Tbio,14.28571429,LUSC
NME5,Tbio,0,LUSC
NME6,Tbio,0,LUSC
NMRK1,Tbio,0,LUSC
NMRK2,Tbio,0,LUSC
NPR1,Tclin,0,LUSC
NPR2,Tbio,0,LUSC
NRBP1,Tbio,0,LUSC
NRBP2,Tdark,0,LUSC
NRK,Tdark,14.28571429,LUSC
NTRK1,Tclin,0,LUSC
NTRK2,Tchem,14.28571429,LUSC
NTRK3,Tchem,14.28571429,LUSC
NUAK1,Tchem,0,LUSC
NUAK2,Tchem,0,LUSC
OBSCN,Tbio,0,LUSC
OXSR1,Tbio,1.428571429,LUSC
PAK1,Tchem,16.66666667,LUSC
PAK2,Tchem,0,LUSC
PAK3,Tchem,0,LUSC
PAK4,Tchem,2.380952381,LUSC
PAK5,Tchem,14.28571429,LUSC
PAK6,Tchem,14.28571429,LUSC
PAN3,Tdark,0,LUSC
PANK1,Tbio,0,LUSC
PANK2,Tbio,0,LUSC
PANK3,Tchem,0,LUSC
PANK4,Tdark,0,LUSC
PASK,Tbio,0,LUSC
PBK,Tchem,14.28571429,LUSC
PCK1,Tbio,14.28571429,LUSC
PCK2,Tbio,0,LUSC
PDGFRA,Tclin,4.285714286,LUSC
PDGFRB,Tclin,14.28571429,LUSC
PDIK1L,Tdark,0,LUSC
