Gene,TDL,Kinase_score_percent_THCA,Cancer
CHEK1,Tchem,12.5,STAD
CHEK2,Tchem,12.5,STAD
CHKA,Tchem,0,STAD
CHKB,Tbio,0,STAD
CHUK,Tchem,4.166666667,STAD
CIT,Tchem,12.5,STAD
CKB,Tbio,0,STAD
CKM,Tbio,0,STAD
CKMT1A,Tbio,0,STAD
CKMT2,Tbio,0,STAD
CLK1,Tchem,2.083333333,STAD
CLK2,Tchem,0,STAD
CLK3,Tchem,0,STAD
CLK4,Tchem,2.083333333,STAD
CMPK1,Tbio,0,STAD
CMPK2,Tbio,0,STAD
COQ8A,Tbio,0,STAD
COQ8B,Tchem,0,STAD
CSF1R,Tclin,20.83333333,STAD
CSK,Tchem,0,STAD
CSNK1A1,Tchem,0,STAD
CSNK1A1L,Tdark,18.75,STAD
CSNK1D,Tchem,0,STAD
CSNK1E,Tchem,0,STAD
CSNK1G1,Tchem,2.083333333,STAD
CSNK1G2,Tchem,0,STAD
CSNK1G3,Tbio,2.083333333,STAD
CSNK2A1,Tchem,0,STAD
CSNK2A2,Tchem,4.166666667,STAD
CSNK2A3,Tdark,0,STAD
CSNK2B,Tbio,0,STAD
DAPK1,Tchem,2.083333333,STAD
DAPK2,Tchem,0,STAD
DAPK3,Tchem,0,STAD
DCK,Tchem,2.083333333,STAD
DCLK1,Tchem,12.5,STAD
DCLK2,Tchem,12.5,STAD
DCLK3,Tchem,14.58333333,STAD
DDR1,Tchem,0,STAD
DDR2,Tchem,20.83333333,STAD
DGKA,Tbio,0,STAD
DGKH,Tbio,0,STAD
DGKQ,Tbio,2.083333333,STAD
DGUOK,Tbio,0,STAD
DMPK,Tchem,12.5,STAD
DSTYK,Tchem,14.58333333,STAD
DTYMK,Tbio,12.5,STAD
DYRK1A,Tchem,4.166666667,STAD
DYRK1B,Tchem,0,STAD
DYRK2,Tchem,0,STAD
DYRK3,Tchem,2.083333333,STAD
DYRK4,Tchem,12.5,STAD
EEF2K,Tchem,4.166666667,STAD
EFNA1,Tbio,12.5,STAD
EGFR,Tclin,0,STAD
EIF2AK1,Tchem,0,STAD
EIF2AK2,Tchem,2.083333333,STAD
EIF2AK3,Tchem,0,STAD
EIF2AK4,Tchem,4.166666667,STAD
EPHA1,Tchem,0,STAD
EPHA10,Tbio,12.5,STAD
EPHA2,Tclin,0,STAD
EPHA3,Tchem,22.91666667,STAD
EPHA4,Tchem,12.5,STAD
EPHA5,Tchem,12.5,STAD
EPHA6,Tchem,12.5,STAD
EPHA7,Tchem,12.5,STAD
EPHA8,Tchem,0,STAD
EPHB1,Tchem,12.5,STAD
EPHB2,Tchem,12.5,STAD
EPHB3,Tchem,0,STAD
EPHB4,Tchem,12.5,STAD
EPHB6,Tchem,0,STAD
ERBB2,Tclin,12.5,STAD
ERBB3,Tchem,0,STAD
ERBB4,Tclin,0,STAD
ERN1,Tchem,2.083333333,STAD
ERN2,Tbio,0,STAD
ETNK1,Tbio,8.333333333,STAD
ETNK2,Tdark,0,STAD
FASTK,Tbio,0,STAD
FER,Tchem,14.58333333,STAD
FES,Tchem,12.5,STAD
FGFR1,Tclin,14.58333333,STAD
FGFR2,Tclin,0,STAD
FGFR3,Tclin,0,STAD
FGFR4,Tclin,12.5,STAD
FGGY,Tbio,0,STAD
FGR,Tchem,18.75,STAD
FLT1,Tclin,4.166666667,STAD
FLT3,Tclin,6.25,STAD
FLT4,Tclin,12.5,STAD
FN3K,Tbio,0,STAD
FN3KRP,Tbio,0,STAD
FRK,Tchem,0,STAD
FUK,Tbio,0,STAD
FYN,Tclin,16.66666667,STAD
GAK,Tchem,0,STAD
GALK1,Tbio,0,STAD
GALK2,Tbio,0,STAD
GCK,Tchem,12.5,STAD
GK,Tbio,0,STAD
GK2,Tdark,0,STAD
GK3P,Tdark,0,STAD
GK5,Tbio,4.166666667,STAD
GLYCTK,Tbio,4.166666667,STAD
GRK1,Tchem,0,STAD
GRK2,Tchem,0,STAD
GRK3,Tchem,8.333333333,STAD
GRK4,Tchem,29.16666667,STAD
GRK5,Tchem,0,STAD
GRK6,Tchem,0,STAD
GRK7,Tchem,0,STAD
GSK3A,Tclin,0,STAD
GSK3B,Tclin,4.166666667,STAD
GUCY2C,Tclin,0,STAD
GUCY2D,Tbio,0,STAD
GUCY2F,Tbio,0,STAD
GUK1,Tbio,0,STAD
HASPIN,Tchem,0,STAD
HCK,Tclin,18.75,STAD
HIPK1,Tchem,2.083333333,STAD
HIPK2,Tchem,0,STAD
HIPK3,Tchem,4.166666667,STAD
HIPK4,Tchem,0,STAD
HK1,Tchem,0,STAD
HK2,Tchem,12.5,STAD
HK3,Tbio,12.5,STAD
HKDC1,Tbio,0,STAD
HUNK,Tchem,16.66666667,STAD
ICK,Tchem,0,STAD
IDNK,Tbio,0,STAD
IGF1R,Tclin,0,STAD
IKBKB,Tchem,4.166666667,STAD
IKBKE,Tchem,4.166666667,STAD
IKBKG,Tbio,0,STAD
ILK,Tchem,12.5,STAD
INSR,Tclin,4.166666667,STAD
INSRR,Tchem,0,STAD
IP6K1,Tbio,12.5,STAD
IP6K2,Tbio,0,STAD
IP6K3,Tbio,0,STAD
IPMK,Tbio,0,STAD
IRAK1,Tchem,12.5,STAD
IRAK2,Tbio,12.5,STAD
IRAK3,Tchem,0,STAD
IRAK4,Tchem,4.166666667,STAD
ITK,Tclin,22.91666667,STAD
ITPK1,Tbio,2.083333333,STAD
ITPKA,Tchem,0,STAD
ITPKB,Tchem,12.5,STAD
ITPKC,Tchem,0,STAD
JAK1,Tclin,4.166666667,STAD
JAK2,Tclin,4.166666667,STAD
JAK3,Tclin,25,STAD
KALRN,Tbio,2.083333333,STAD
KDR,Tclin,12.5,STAD
KHK,Tchem,0,STAD
KIT,Tclin,12.5,STAD
KSR1,Tbio,0,STAD
KSR2,Tbio,12.5,STAD
LATS1,Tbio,6.25,STAD
LATS2,Tchem,8.333333333,STAD
LCK,Tclin,0,STAD
LIMK1,Tchem,12.5,STAD
LIMK2,Tchem,0,STAD
LMTK2,Tbio,12.5,STAD
LMTK3,Tbio,12.5,STAD
LRRK1,Tbio,4.166666667,STAD
LRRK2,Tchem,12.5,STAD
LTK,Tchem,0,STAD
LYN,Tclin,12.5,STAD
MAK,Tchem,0,STAD
MAP2K1,Tclin,14.58333333,STAD
MAP2K2,Tclin,0,STAD
MAP2K3,Tchem,0,STAD
MAP2K4,Tchem,0,STAD
MAP2K5,Tchem,2.083333333,STAD
MAP2K6,Tchem,0,STAD
MAP2K7,Tchem,12.5,STAD
MAP3K1,Tchem,4.166666667,STAD
MAP3K10,Tchem,0,STAD
MAP3K11,Tchem,0,STAD
MAP3K12,Tchem,0,STAD
MAP3K13,Tchem,0,STAD
MAP3K14,Tchem,0,STAD
MAP3K15,Tchem,0,STAD
MAP3K19,Tchem,0,STAD
MAP3K2,Tchem,6.25,STAD
MAP3K20,Tchem,0,STAD
MAP3K21,Tdark,6.25,STAD
MAP3K3,Tchem,14.58333333,STAD
MAP3K4,Tbio,2.083333333,STAD
MAP3K5,Tchem,2.083333333,STAD
MAP3K6,Tchem,0,STAD
MAP3K7,Tchem,6.25,STAD
MAP3K8,Tchem,0,STAD
MAP3K9,Tchem,0,STAD
MAP4K1,Tchem,4.166666667,STAD
MAP4K2,Tchem,0,STAD
MAP4K3,Tchem,4.166666667,STAD
MAP4K4,Tchem,12.5,STAD
MAP4K5,Tchem,2.083333333,STAD
MAPK1,Tchem,2.083333333,STAD
MAPK10,Tchem,16.66666667,STAD
MAPK11,Tchem,4.166666667,STAD
MAPK12,Tchem,0,STAD
MAPK13,Tchem,0,STAD
MAPK14,Tchem,0,STAD
MAPK15,Tchem,25,STAD
MAPK3,Tchem,0,STAD
MAPK4,Tbio,12.5,STAD
MAPK6,Tbio,0,STAD
MAPK7,Tchem,0,STAD
MAPK8,Tchem,4.166666667,STAD
MAPK9,Tchem,2.083333333,STAD
MAPKAPK2,Tchem,2.083333333,STAD
MAPKAPK3,Tchem,4.166666667,STAD
MAPKAPK5,Tchem,2.083333333,STAD
MARK1,Tchem,0,STAD
MARK2,Tchem,0,STAD
MARK3,Tchem,0,STAD
MARK4,Tchem,0,STAD
MAST1,Tchem,0,STAD
MAST2,Tbio,0,STAD
MAST3,Tchem,4.166666667,STAD
MAST4,Tbio,0,STAD
MASTL,Tbio,12.5,STAD
MATK,Tbio,20.83333333,STAD
MELK,Tchem,12.5,STAD
MERTK,Tchem,12.5,STAD
MET,Tclin,14.58333333,STAD
MINK1,Tchem,0,STAD
MKNK1,Tchem,0,STAD
MKNK2,Tchem,0,STAD
MLKL,Tchem,2.083333333,STAD
MOK,Tbio,0,STAD
MOS,Tbio,0,STAD
MST1R,Tchem,0,STAD
MTOR,Tclin,0,STAD
MUSK,Tchem,4.166666667,STAD
MVK,Tchem,12.5,STAD
MYLK,Tchem,12.5,STAD
MYLK2,Tchem,12.5,STAD
MYLK3,Tchem,0,STAD
MYLK4,Tchem,0,STAD
MYO3A,Tbio,0,STAD
MYO3B,Tbio,12.5,STAD
NADK,Tbio,0,STAD
NADK2,Tbio,0,STAD
NAGK,Tbio,12.5,STAD
NEK1,Tchem,4.166666667,STAD
NEK10,Tdark,0,STAD
NEK11,Tchem,2.083333333,STAD
NEK2,Tchem,12.5,STAD
NEK3,Tchem,16.66666667,STAD
NEK4,Tbio,6.25,STAD
NEK5,Tchem,12.5,STAD
NEK6,Tchem,2.083333333,STAD
NEK7,Tchem,18.75,STAD
NEK8,Tbio,0,STAD
NEK9,Tchem,4.166666667,STAD
NIM1K,Tchem,0,STAD
NLK,Tchem,14.58333333,STAD
NME1,Tbio,12.5,STAD
NME1-NME2,Tbio,12.5,STAD
NME2P1,Tdark,0,STAD
NME3,Tbio,0,STAD
NME4,Tbio,12.5,STAD
NME5,Tbio,12.5,STAD
NME6,Tbio,0,STAD
NMRK1,Tbio,0,STAD
NMRK2,Tbio,0,STAD
NPR1,Tclin,12.5,STAD
NPR2,Tbio,12.5,STAD
NRBP1,Tbio,0,STAD
NRBP2,Tdark,0,STAD
NRK,Tdark,22.91666667,STAD
NTRK1,Tclin,20.83333333,STAD
NTRK2,Tchem,12.5,STAD
NTRK3,Tchem,16.66666667,STAD
NUAK1,Tchem,31.25,STAD
NUAK2,Tchem,0,STAD
OBSCN,Tbio,2.083333333,STAD
OXSR1,Tbio,0,STAD
PAK1,Tchem,0,STAD
PAK2,Tchem,2.083333333,STAD
PAK3,Tchem,12.5,STAD
PAK4,Tchem,0,STAD
PAK5,Tchem,0,STAD
PAK6,Tchem,0,STAD
PAN3,Tdark,6.25,STAD
PANK1,Tbio,0,STAD
PANK2,Tbio,0,STAD
PANK3,Tchem,2.083333333,STAD
PANK4,Tdark,0,STAD
PASK,Tbio,14.58333333,STAD
PBK,Tchem,12.5,STAD
PCK1,Tbio,0,STAD
PCK2,Tbio,0,STAD
PDGFRA,Tclin,14.58333333,STAD
PDGFRB,Tclin,35.41666667,STAD
PDIK1L,Tdark,0,STAD
PDK1,Tchem,0,STAD
PDK2,Tchem,0,STAD
PDK3,Tchem,12.5,STAD
PDK4,Tchem,12.5,STAD
PDPK1,Tchem,2.083333333,STAD
PDPK2P,Tdark,0,STAD
PDXK,Tbio,2.083333333,STAD
PEAK1,Tbio,4.166666667,STAD
PFKFB1,Tbio,0,STAD
PFKFB2,Tchem,16.66666667,STAD
PFKFB3,Tchem,0,STAD
PFKL,Tbio,0,STAD
PFKM,Tbio,0,STAD
PFKP,Tbio,0,STAD
PGK1,Tchem,0,STAD
PGK2,Tbio,0,STAD
PHKA1,Tbio,0,STAD
PHKA2,Tbio,0,STAD
PHKG1,Tchem,0,STAD
PHKG2,Tchem,4.166666667,STAD
PI4K2A,Tbio,12.5,STAD
PI4KA,Tchem,2.083333333,STAD
PI4KB,Tchem,0,STAD
PIK3C2A,Tchem,4.166666667,STAD
PIK3C2B,Tchem,2.083333333,STAD
PIK3C2G,Tchem,0,STAD
PIK3C3,Tchem,6.25,STAD
PIK3CA,Tclin,20.83333333,STAD
PIK3CB,Tchem,2.083333333,STAD
PIK3CD,Tclin,25,STAD
PIK3CG,Tchem,4.166666667,STAD
PIK3R1,Tchem,16.66666667,STAD
PIK3R4,Tbio,10.41666667,STAD
PIKFYVE,Tchem,6.25,STAD
PIM1,Tchem,12.5,STAD
PIM2,Tchem,0,STAD
PIM3,Tchem,0,STAD
PINK1,Tbio,12.5,STAD
PIP4K2A,Tbio,27.08333333,STAD
PIP4K2B,Tchem,0,STAD
PIP4K2C,Tchem,0,STAD
PIP5K1A,Tbio,0,STAD
PIP5K1B,Tbio,0,STAD
PIP5K1C,Tchem,0,STAD
PKDCC,Tbio,12.5,STAD
PKLR,Tbio,0,STAD
PKM,Tchem,0,STAD
PKMYT1,Tchem,12.5,STAD
PKN1,Tchem,12.5,STAD
PKN2,Tchem,4.166666667,STAD
PKN3,Tbio,2.083333333,STAD
PLK1,Tchem,12.5,STAD
PLK2,Tchem,12.5,STAD
PLK3,Tchem,0,STAD
PLK4,Tchem,12.5,STAD
PLK5,Tbio,0,STAD
PNCK,Tbio,12.5,STAD
POMK,Tdark,14.58333333,STAD
PRAG1,Tbio,0,STAD
PRKAA1,Tchem,2.083333333,STAD
PRKAA2,Tchem,12.5,STAD
PRKAB1,Tchem,12.5,STAD
PRKACA,Tchem,0,STAD
PRKACB,Tchem,14.58333333,STAD
PRKACG,Tbio,0,STAD
PRKAG1,Tbio,0,STAD
PRKCA,Tchem,0,STAD
PRKCB,Tchem,20.83333333,STAD
PRKCD,Tclin,0,STAD
PRKCE,Tchem,0,STAD
PRKCG,Tchem,14.58333333,STAD
PRKCH,Tchem,0,STAD
PRKCI,Tchem,12.5,STAD
PRKCQ,Tchem,4.166666667,STAD
PRKCZ,Tchem,0,STAD
PRKD1,Tchem,22.91666667,STAD
PRKD2,Tchem,0,STAD
PRKD3,Tchem,8.333333333,STAD
PRKDC,Tchem,18.75,STAD
PRKG1,Tchem,16.66666667,STAD
PRKG2,Tchem,0,STAD
PRKRA,Tbio,0,STAD
PRKX,Tchem,16.66666667,STAD
PRKY,Tdark,4.166666667,STAD
PRPF4B,Tchem,4.166666667,STAD
PRPS1,Tbio,0,STAD
PRPS1L1,Tdark,16.66666667,STAD
PRPS2,Tbio,0,STAD
PSKH1,Tdark,12.5,STAD
PSKH2,Tdark,0,STAD
PSTK,Tdark,0,STAD
PTK2,Tchem,0,STAD
PTK2B,Tchem,4.166666667,STAD
PTK6,Tchem,0,STAD
PTK7,Tbio,12.5,STAD
PXK,Tbio,0,STAD
RAF1,Tclin,0,STAD
RBKS,Tbio,2.083333333,STAD
RET,Tclin,12.5,STAD
RIOK1,Tchem,0,STAD
RIOK2,Tbio,2.083333333,STAD
RIOK3,Tchem,0,STAD
RIPK1,Tchem,0,STAD
RIPK2,Tchem,12.5,STAD
RIPK3,Tchem,4.166666667,STAD
RIPK4,Tchem,4.166666667,STAD
RNASEL,Tchem,2.083333333,STAD
ROCK1,Tclin,8.333333333,STAD
ROCK2,Tclin,4.166666667,STAD
ROR1,Tbio,12.5,STAD
ROR2,Tbio,18.75,STAD
ROS1,Tchem,12.5,STAD
RPS6KA1,Tchem,0,STAD
RPS6KA2,Tchem,12.5,STAD
RPS6KA3,Tchem,4.166666667,STAD
RPS6KA4,Tchem,0,STAD
RPS6KA5,Tchem,0,STAD
RPS6KA6,Tchem,0,STAD
RPS6KB1,Tchem,2.083333333,STAD
RPS6KB2,Tbio,0,STAD
RPS6KC1,Tdark,2.083333333,STAD
RPS6KL1,Tdark,12.5,STAD
RYK,Tbio,0,STAD
SBK1,Tchem,12.5,STAD
SBK2,Tdark,0,STAD
SBK3,Tchem,0,STAD
SCYL1,Tbio,0,STAD
SCYL2,Tbio,4.166666667,STAD
SCYL3,Tdark,0,STAD
SGK1,Tchem,0,STAD
SGK2,Tchem,0,STAD
SGK3,Tchem,12.5,STAD
SGK494,Tdark,16.66666667,STAD
SHPK,Tbio,0,STAD
SIK1,Tchem,0,STAD
SIK2,Tchem,0,STAD
SIK3,Tchem,0,STAD
SLK,Tchem,0,STAD
SMG1,Tchem,6.25,STAD
SNRK,Tbio,18.75,STAD
SPEG,Tbio,12.5,STAD
SPHK1,Tchem,27.08333333,STAD
SPHK2,Tchem,0,STAD
SRC,Tclin,0,STAD
SRMS,Tchem,12.5,STAD
SRPK1,Tchem,12.5,STAD
SRPK2,Tchem,0,STAD
SRPK3,Tchem,0,STAD
STK10,Tchem,8.333333333,STAD
STK11,Tchem,0,STAD
STK16,Tchem,0,STAD
STK17A,Tchem,20.83333333,STAD
STK17B,Tchem,4.166666667,STAD
STK24,Tchem,0,STAD
STK25,Tchem,0,STAD
STK26,Tchem,0,STAD
STK3,Tchem,16.66666667,STAD
STK31,Tchem,18.75,STAD
STK32A,Tchem,12.5,STAD
STK32B,Tchem,12.5,STAD
STK32C,Tbio,12.5,STAD
STK33,Tchem,0,STAD
STK35,Tchem,0,STAD
STK36,Tbio,2.083333333,STAD
STK38,Tbio,12.5,STAD
STK38L,Tchem,2.083333333,STAD
STK39,Tbio,0,STAD
STK4,Tchem,20.83333333,STAD
STK40,Tbio,0,STAD
STKLD1,Tdark,0,STAD
STRADA,Tbio,12.5,STAD
STRADB,Tbio,0,STAD
STYK1,Tbio,0,STAD
SYK,Tchem,0,STAD
TAB1,Tbio,0,STAD
TAF1,Tchem,6.25,STAD
TAOK1,Tchem,4.166666667,STAD
TAOK2,Tchem,0,STAD
TAOK3,Tchem,8.333333333,STAD
TBCK,Tbio,2.083333333,STAD
TBK1,Tchem,2.083333333,STAD
TEC,Tchem,0,STAD
TEK,Tclin,25,STAD
TESK1,Tchem,0,STAD
TESK2,Tchem,0,STAD
TEX14,Tbio,0,STAD
TGFBR1,Tchem,18.75,STAD
TGFBR2,Tchem,18.75,STAD
TIE1,Tchem,18.75,STAD
TK1,Tchem,12.5,STAD
TK2,Tchem,0,STAD
TLK1,Tchem,6.25,STAD
TLK2,Tchem,0,STAD
TNIK,Tchem,0,STAD
TNK1,Tchem,4.166666667,STAD
TNK2,Tchem,0,STAD
TNNI3K,Tchem,0,STAD
TP53RK,Tbio,4.166666667,STAD
TPK1,Tbio,2.083333333,STAD
TRIB1,Tbio,0,STAD
TRIB2,Tbio,16.66666667,STAD
TRIB3,Tbio,12.5,STAD
TRIO,Tbio,2.083333333,STAD
TRPM6,Tchem,4.166666667,STAD
TSSK1B,Tchem,0,STAD
TSSK2,Tchem,0,STAD
TSSK3,Tbio,2.083333333,STAD
TSSK4,Tbio,8.333333333,STAD
TSSK6,Tbio,0,STAD
TTBK1,Tbio,0,STAD
TTBK2,Tbio,16.66666667,STAD
TTK,Tchem,25,STAD
TTN,Tbio,0,STAD
TXK,Tchem,2.083333333,STAD
TYK2,Tclin,0,STAD
TYRO3,Tchem,0,STAD
UCK1,Tbio,0,STAD
UCK2,Tbio,12.5,STAD
UCKL1,Tdark,0,STAD
UHMK1,Tbio,16.66666667,STAD
ULK1,Tchem,0,STAD
ULK2,Tchem,2.083333333,STAD
ULK3,Tchem,0,STAD
ULK4,Tbio,0,STAD
VRK1,Tbio,0,STAD
VRK2,Tbio,2.083333333,STAD
VRK3,Tbio,0,STAD
WEE1,Tchem,0,STAD
WEE2,Tbio,12.5,STAD
WNK1,Tchem,0,STAD
WNK2,Tchem,0,STAD
WNK3,Tchem,12.5,STAD
WNK4,Tbio,0,STAD
XYLB,Tbio,2.083333333,STAD
YES1,Tclin,4.166666667,STAD
ZAP70,Tchem,8.333333333,STAD
AAK1,Tchem,0,READ
AATK,Tbio,7.142857143,READ
ABL1,Tclin,0,READ
ABL2,Tchem,0,READ
ACVR1,Tchem,2.040816327,READ
ACVR1B,Tchem,0,READ
ACVR1C,Tbio,0,READ
ACVR2A,Tchem,7.142857143,READ
ACVR2B,Tchem,14.28571429,READ
ACVRL1,Tchem,0,READ
ADCK1,Tdark,0,READ
ADCK2,Tbio,0,READ
ADCK5,Tdark,16.66666667,READ
ADK,Tchem,0,READ
ADPGK,Tbio,0,READ
AK1,Tbio,2.380952381,READ
AK2,Tbio,2.040816327,READ
AK3,Tbio,0,READ
AK4,Tbio,0,READ
AK5,Tbio,14.28571429,READ
AK6,Tbio,0,READ
AK8,Tbio,14.28571429,READ
AK9,Tbio,0,READ
AKT1,Tchem,0,READ
AKT2,Tchem,0,READ
AKT3,Tchem,0,READ
ALK,Tclin,0,READ
ALPK1,Tbio,0,READ
ALPK2,Tbio,14.28571429,READ
ALPK3,Tdark,0,READ
AMHR2,Tbio,0,READ
ANKK1,Tbio,14.28571429,READ
ARAF,Tchem,0,READ
ATM,Tchem,0,READ
ATR,Tchem,0,READ
AURKA,Tchem,14.28571429,READ
AURKB,Tchem,14.28571429,READ
AURKC,Tchem,0,READ
AXL,Tchem,0,READ
BCKDK,Tbio,16.66666667,READ
BLK,Tchem,0,READ
BMP2K,Tchem,0,READ
BMPR1A,Tchem,0,READ
BMPR1B,Tchem,0,READ
BMPR2,Tchem,2.040816327,READ
BMX,Tchem,0,READ
BRAF,Tclin,0,READ
BRSK1,Tchem,0,READ
BRSK2,Tchem,14.28571429,READ
BTK,Tclin,7.142857143,READ
BUB1,Tchem,14.28571429,READ
BUB1B,Tbio,14.28571429,READ
CAMK1,Tchem,0,READ
CAMK1D,Tchem,0,READ
CAMK1G,Tchem,2.040816327,READ
CAMK2A,Tchem,0,READ
CAMK2B,Tchem,0,READ
CAMK2D,Tchem,0,READ
CAMK2G,Tchem,0,READ
CAMK4,Tbio,0,READ
CAMKK1,Tchem,0,READ
CAMKK2,Tchem,0,READ
CAMKV,Tbio,14.28571429,READ
CASK,Tchem,0,READ
CDC42BPA,Tchem,0,READ
CDC42BPB,Tbio,0,READ
CDC42BPG,Tbio,0,READ
CDC7,Tchem,0,READ
CDK1,Tchem,14.28571429,READ
CDK10,Tbio,16.66666667,READ
CDK11A,Tchem,0,READ
CDK11B,Tchem,0,READ
CDK12,Tchem,0,READ
CDK13,Tchem,0,READ
CDK14,Tchem,0,READ
CDK15,Tchem,0,READ
CDK16,Tchem,0,READ
CDK17,Tchem,0,READ
CDK18,Tchem,19.04761905,READ
CDK19,Tchem,0,READ
CDK2,Tchem,0,READ
CDK20,Tbio,2.040816327,READ
CDK3,Tchem,0,READ
CDK4,Tclin,14.28571429,READ
CDK5,Tchem,14.28571429,READ
CDK6,Tclin,2.040816327,READ
CDK7,Tchem,0,READ
CDK8,Tchem,6.462585034,READ
CDK9,Tchem,9.523809524,READ
CDKL1,Tchem,0,READ
CDKL2,Tchem,0,READ
CDKL3,Tchem,2.040816327,READ
CDKL4,Tdark,0,READ
CDKL5,Tchem,0,READ
CERK,Tchem,0,READ
CHEK1,Tchem,14.28571429,READ
CHEK2,Tchem,0,READ
CHKA,Tchem,0,READ
CHKB,Tbio,2.380952381,READ
CHUK,Tchem,0,READ
CIT,Tchem,14.28571429,READ
CKB,Tbio,0,READ
CKM,Tbio,0,READ
CKMT1A,Tbio,0,READ
CKMT2,Tbio,14.28571429,READ
CLK1,Tchem,4.421768707,READ
CLK2,Tchem,26.19047619,READ
CLK3,Tchem,0,READ
CLK4,Tchem,4.421768707,READ
CMPK1,Tbio,0,READ
CMPK2,Tbio,0,READ
COQ8A,Tbio,0,READ
COQ8B,Tchem,0,READ
CSF1R,Tclin,0,READ
CSK,Tchem,0,READ
CSNK1A1,Tchem,0,READ
CSNK1A1L,Tdark,0,READ
CSNK1D,Tchem,0,READ
CSNK1E,Tchem,14.28571429,READ
CSNK1G1,Tchem,0,READ
CSNK1G2,Tchem,0,READ
CSNK1G3,Tbio,0,READ
CSNK2A1,Tchem,0,READ
CSNK2A2,Tchem,2.380952381,READ
CSNK2A3,Tdark,0,READ
CSNK2B,Tbio,2.380952381,READ
DAPK1,Tchem,0,READ
DAPK2,Tchem,0,READ
DAPK3,Tchem,7.142857143,READ
DCK,Tchem,0,READ
DCLK1,Tchem,0,READ
DCLK2,Tchem,0,READ
DCLK3,Tchem,14.28571429,READ
DDR1,Tchem,0,READ
DDR2,Tchem,14.28571429,READ
DGKA,Tbio,7.142857143,READ
DGKH,Tbio,0,READ
DGKQ,Tbio,0,READ
DGUOK,Tbio,11.56462585,READ
DMPK,Tchem,0,READ
DSTYK,Tchem,9.183673469,READ
DTYMK,Tbio,14.28571429,READ
DYRK1A,Tchem,0,READ
DYRK1B,Tchem,16.66666667,READ
DYRK2,Tchem,0,READ
DYRK3,Tchem,0,READ
DYRK4,Tchem,0,READ
EEF2K,Tchem,0,READ
EFNA1,Tbio,32.65306122,READ
EGFR,Tclin,0,READ
EIF2AK1,Tchem,2.380952381,READ
EIF2AK2,Tchem,0,READ
EIF2AK3,Tchem,0,READ
EIF2AK4,Tchem,0,READ
EPHA1,Tchem,23.80952381,READ
EPHA10,Tbio,0,READ
EPHA2,Tclin,0,READ
EPHA3,Tchem,0,READ
EPHA4,Tchem,0,READ
EPHA5,Tchem,0,READ
EPHA6,Tchem,0,READ
EPHA7,Tchem,0,READ
EPHA8,Tchem,14.28571429,READ
EPHB1,Tchem,0,READ
EPHB2,Tchem,14.28571429,READ
EPHB3,Tchem,14.28571429,READ
EPHB4,Tchem,14.28571429,READ
EPHB6,Tchem,0,READ
ERBB2,Tclin,28.57142857,READ
ERBB3,Tchem,0,READ
ERBB4,Tclin,0,READ
ERN1,Tchem,2.040816327,READ
ERN2,Tbio,0,READ
ETNK1,Tbio,0,READ
ETNK2,Tdark,0,READ
FASTK,Tbio,2.380952381,READ
FER,Tchem,0,READ
FES,Tchem,7.142857143,READ
FGFR1,Tclin,14.28571429,READ
FGFR2,Tclin,0,READ
FGFR3,Tclin,0,READ
FGFR4,Tclin,14.28571429,READ
FGGY,Tbio,14.28571429,READ
FGR,Tchem,2.040816327,READ
FLT1,Tclin,30.27210884,READ
FLT3,Tclin,0,READ
FLT4,Tclin,41.83673469,READ
FN3K,Tbio,0,READ
FN3KRP,Tbio,0,READ
FRK,Tchem,0,READ
FUK,Tbio,0,READ
FYN,Tclin,28.23129252,READ
GAK,Tchem,0,READ
GALK1,Tbio,14.28571429,READ
GALK2,Tbio,0,READ
GCK,Tchem,0,READ
GK,Tbio,0,READ
GK2,Tdark,0,READ
GK3P,Tdark,0,READ
GK5,Tbio,0,READ
GLYCTK,Tbio,14.28571429,READ
GRK1,Tchem,14.28571429,READ
GRK2,Tchem,0,READ
GRK3,Tchem,0,READ
GRK4,Tchem,2.040816327,READ
GRK5,Tchem,0,READ
GRK6,Tchem,0,READ
GRK7,Tchem,0,READ
GSK3A,Tclin,14.28571429,READ
GSK3B,Tclin,0,READ
GUCY2C,Tclin,0,READ
GUCY2D,Tbio,14.28571429,READ
GUCY2F,Tbio,0,READ
GUK1,Tbio,2.380952381,READ
HASPIN,Tchem,0,READ
HCK,Tclin,0,READ
HIPK1,Tchem,0,READ
HIPK2,Tchem,0,READ
HIPK3,Tchem,0,READ
HIPK4,Tchem,0,READ
HK1,Tchem,0,READ
HK2,Tchem,0,READ
HK3,Tbio,2.040816327,READ
HKDC1,Tbio,14.28571429,READ
HUNK,Tchem,14.28571429,READ
ICK,Tchem,0,READ
IDNK,Tbio,0,READ
IGF1R,Tclin,0,READ
IKBKB,Tchem,9.523809524,READ
IKBKE,Tchem,0,READ
IKBKG,Tbio,0,READ
ILK,Tchem,0,READ
INSR,Tclin,0,READ
INSRR,Tchem,0,READ
IP6K1,Tbio,0,READ
IP6K2,Tbio,2.380952381,READ
IP6K3,Tbio,0,READ
IPMK,Tbio,0,READ
IRAK1,Tchem,14.28571429,READ
IRAK2,Tbio,14.28571429,READ
IRAK3,Tchem,0,READ
IRAK4,Tchem,0,READ
ITK,Tclin,0,READ
ITPK1,Tbio,0,READ
ITPKA,Tchem,0,READ
